source_folder,filename,predicted,confidence
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1142.jpg,other,0.7449537603171568
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1143.jpg,normal,0.2932541830317433
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1144.jpg,other,0.7348771072968523
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1145.jpg,fungal,0.2526380078963076
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1146.jpg,mange,0.8946029645232009
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1147.jpg,fungal,0.30956318590948406
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1148.jpg,fungal,0.32276874303983805
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1149.jpg,fungal,0.2502661063933402
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_115.jpg,mange,0.7567750452960462
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1150.jpg,fungal,0.3518381630565244
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1151.jpg,normal,0.793421757750567
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1152.jpg,normal,0.44380164600000505
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1153.jpg,mange,0.6984001419344343
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1154.jpg,fungal,0.6737107898527177
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1158.jpg,normal,0.4422688623998805
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1159.jpg,mange,0.4257329698249327
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_116.jpg,mange,0.7218774477058035
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1160.jpg,fungal,0.2507454302656378
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1161.jpg,mange,0.9263586067114972
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1162.jpg,mange,0.5149983582038261
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1163.jpg,mange,0.5540418890898153
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1164.jpg,normal,0.9572385031751591
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1165.jpg,fungal,0.30202956623543614
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1166.jpg,fungal,0.21517534096676813
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1167.jpg,normal,0.9003740654144695
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1168.jpg,normal,0.7253625950899076
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1169.jpg,fungal,0.5427235086485517
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_117.jpg,mange,0.7228537855150711
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1170.jpg,mange,0.33887699591781995
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1171.jpg,mange,0.7397902761254499
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1172.jpg,normal,0.22433409080649303
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1173.jpg,bacterial,0.22625686615112542
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1174.jpg,normal,0.6229095211178628
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1175.jpg,fungal,0.4700012461492461
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1176.jpg,mange,0.6578551444843791
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1177.jpg,normal,0.6140469234143832
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1178.jpg,fungal,0.39636198018123064
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1179.jpg,normal,0.671384270668201
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_118.jpg,bacterial,0.26206306139673446
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1180.jpg,normal,0.6742271260151931
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1181.jpg,normal,0.533833259608051
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1182.jpg,fungal,0.4947676027196387
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1183.jpg,mange,0.9486375770683622
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1184.jpg,normal,0.43869744721306025
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1185.jpg,mange,0.7375771616258584
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1186.jpg,fungal,0.6564967126309461
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1187.jpg,normal,0.7792221503877669
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1188.jpg,normal,0.7416805087505906
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1189.jpg,mange,0.4604553083114183
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_119.jpg,fungal,0.3722593205783016
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1190.jpg,fungal,0.3276211958597472
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1191.jpg,normal,0.5832740304328532
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1192.jpg,mange,0.42590061571946564
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1193.jpg,normal,0.30019245479874995
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1194.jpg,mange,0.8243624557100085
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1195.jpg,other,0.3648769667749736
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1196.jpg,fungal,0.31353669035771337
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1197.jpg,normal,0.794852979598325
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1198.jpg,mange,0.7614194845631584
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1199.jpg,mange,0.7679161211723025
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_12.jpg,fungal,0.7323264205690191
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_120.jpg,fungal,0.368556665616964
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1200.jpg,fungal,0.3253132700803403
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1201.jpg,other,0.4324463798185257
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1202.jpg,mange,0.3961911884765871
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1203.jpg,fungal,0.6701413728671126
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1204.jpg,normal,0.44239199630223236
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1205.jpg,normal,0.6307115866422108
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1206.jpg,other,0.39896735284548196
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1207.jpg,fungal,0.2831119150941256
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_121.jpg,wound,0.3747056061293526
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1214.jpg,fungal,0.29824819598263413
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1215.jpg,fungal,0.42670621125808306
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1216.jpg,mange,0.4873655114584683
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1217.jpg,fungal,0.33512918327398966
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1218.jpg,other,0.760899177128646
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1219.jpg,mange,0.7320845489821165
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_122.jpg,normal,0.3740840871496738
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1220.jpg,mange,0.5940625674329836
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1221.jpg,bacterial,0.30663860451315766
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1222.jpg,mange,0.36359686832062843
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1223.jpg,mange,0.7334993961993486
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1224.jpg,mange,0.4365652604573501
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1225.jpg,fungal,0.3289443728238381
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1226.jpg,mange,0.5352867486757014
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1227.jpg,mange,0.7618228644132614
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1228.jpg,other,0.5968912090353402
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1229.jpg,other,0.37865169277824123
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_123.jpg,bacterial,0.3050070586624983
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1230.jpg,fungal,0.36195786833458593
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1231.jpg,mange,0.22956795759005957
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1232.jpg,fungal,0.3389745926593248
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1233.jpg,fungal,0.4025725569312478
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1234.jpg,mange,0.47757247350192916
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1235.jpg,other,0.3923590017486769
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1236.jpg,other,0.39775513647884225
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1237.jpg,mange,0.3966129672777435
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1238.jpg,fungal,0.6491469156457432
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1239.jpg,mange,0.6585300228223685
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_124.jpg,mange,0.9264680234659315
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1240.jpg,mange,0.4920616233682356
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1241.jpg,mange,0.6036944499506038
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1242.jpg,bacterial,0.3444245675515404
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1243.jpg,normal,0.30836466569623616
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1244.jpg,mange,0.6631050165444101
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1245.jpg,bacterial,0.3729093767708206
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1246.jpg,other,0.39570522997038576
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1247.jpg,bacterial,0.41108964147905763
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1248.jpg,fungal,0.5039124919108111
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1249.jpg,mange,0.8706616870257993
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_125.jpg,fungal,0.2648337493446051
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1250.jpg,bacterial,0.30370348934946867
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1251.jpg,other,0.3271956955004105
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1252.jpg,other,0.32032060840195387
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1253.jpg,mange,0.41260116006539427
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1254.jpg,fungal,0.3336044519312615
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1255.jpg,mange,0.47437131195025173
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1256.jpg,mange,0.8731141370628615
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1257.jpg,fungal,0.29026337981391837
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1258.jpg,mange,0.6969244834606926
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1259.jpg,allergy,0.363051744151169
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_126.jpg,mange,0.7159991767258449
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1260.jpg,mange,0.7928302055843209
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1261.jpg,other,0.3975578930583833
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1262.jpg,mange,0.9608772931370567
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1263.jpg,fungal,0.44520867901828176
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1267.jpg,normal,0.6216591693128299
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1268.jpg,mange,0.8776428991775416
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1269.jpg,normal,0.8182063950187515
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_127.jpg,mange,0.7690282516199324
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1270.jpg,bacterial,0.3277258995362366
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1271.jpg,fungal,0.5653665022662646
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1272.jpg,mange,0.8769489580856513
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1273.jpg,allergy,0.49445579228853764
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1274.jpg,mange,0.5636221424408762
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1275.jpg,fungal,0.4808415922327143
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1276.jpg,fungal,0.5831025744378667
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1277.jpg,fungal,0.5242000959774136
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1278.jpg,fungal,0.3953051224801272
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1279.jpg,fungal,0.5134637711777837
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_128.jpg,other,0.38463500618491087
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1280.jpg,fungal,0.872513933044058
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1281.jpg,other,0.43535526436390387
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1282.jpg,wound,0.3678995584835894
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1283.jpg,allergy,0.25562129156545477
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1284.jpg,mange,0.6278261945040626
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1285.jpg,fungal,0.3752872317420501
dataset_1,..\PawlensAI\scraped_images\dataset_1\img_1286.jpg,mange,0.372629837416495
